Company_Brand,Sector,Stage,HeadQuarter,BIO,Year,Amount
Karkinos Healthcare,Health Care,,Mumbai,"Medical center for treatment of complex cancers; and research center which leverages technologies such as genomics, synthetic biology, sensors, and AI to analyze data and leading to the development of  affordable cancer interventions.",2021,3000000.0
OWO Technologies,Undisclosed,Seed,Gurugram,An ecommerce startup offering online beverages and packaged drinking water,2021,3000000.0
EsportsXO,Mobile Games,Seed,Bangalore,EsportsXO is an esports tournament management company which offers software to manage tournaments online.,2021,1100000.0
Zorgers,Health Care,,Mohali,Zorgers Home Healthcare is India’s most trusted Home Healthcare Service Provider. Recognized by the Govt of India.,2021,1100000.0
BangDB,Technology,,Bangalore,A Converged NoSQL Data Platform for Predictive and Real-Time analytics for Operational Intelligence,2021,1100000.0
Neobank Jupiter,Banking,Series C,Mumbai,Jupiter is a digital banking app with one simple aim – to deliver a banking experience that keeps pace with you.,2021,86000000.0
Skippi Ice Pops,Food Production,,Hyderabad,India's First Icepops Brand,2021,130000.0
Glii,Dating,Seed,Noida,India’s finest dating companionship application,2021,0.0
GlobalBees,E-commerce,Series B,New Delhi,Globalbees partners with entrepreneurs who have built an online-first business.,2021,111000000.0
Mamaearth,Health Care,,Gurugram,Baby and mother care brand,2021,37000000.0
SecureNow,Insurance,Series B,Gurugram,SecureNow is an award winning tech-enabled insurance intermediary.,2021,37000000.0
Vendor Infra,Construction,,Gurugram,"A B2B Collaboration Platform for Infrastructure Sectors to Search Vendors, Get Quotes, Find Opportunities",2021,265000.0
Hakuna Matata,Undisclosed,,Chennai,Hakuna Matata Solutions is a leading Digital Transformation Company offering a full spectrum of technology solutions and services for enterprises across different industry verticals all over the globe.,2021,265000.0
OneCard,Financial Services,,Pune,"India's finest and smartest metal credit card, reimagined for the mobile generation.",2021,76000000.0
Doubtnut,Technology,Series B,Gurugram,"Doubtnut operates as an e-learning platform that enables users to ask study questions in Physics, Chemistry, and Math.",2021,0.0
Hubhopper,Podcast,,New Delhi,"Hubhopper is India's leading podcast hosting, creation & distribution platform. Getting podcast across both Indian & global audio platforms",2021,0.0
Infra.Market,Construction,Series C,Thane,Infra.Market is an online procurement marketplace for every category of materials and products needed for building projects.,2021,0.0
Comofi Medtech,Technology,,Bangalore,"Comofi Medtech develops healthcare products using artificial intelligence, augmented reality and IoT technologies",2021,0.0
Battery Smart,Battery,Seed,New Delhi,Battery Smart provides advanced Li-ion batteries to e-rickshaws.,2021,0.0
Kutuki,Technology,Seed,Bangalore,Kutuki is a learning platform focused on children between the ages of three and seven.,2021,0.0
Onelife,Health Care,,Mumbai,"Aspire to leverage the gifts of nature and science to help you make holistic lifestyle changes, with minimalistic effort, improving overall well-being.",2021,0.0
Eupheus,Technology,Series B,New Delhi,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,2021,0.0
KreditBee,Technology,Series C,Bangalore,KreditBee is an Instant Personal Loan Platform for Young Professionals.,2021,0.0
Pencil,Content publishing,Pre-Series,Mumbai,Pencil is a content publishing platform that enables writers to publish their work for free.,2021,0.0
Aisle,Dating,Pre-Series,Bangalore,Aisle connects the new generation of single independent Indians from around the world looking for meaningful relationships.,2021,0.0
Marquee Equity,Technology,,Mumbai,The World's #1 Fundraising Service - Investor Meetings + Deal Documents - Globally,2021,0.0
UptimeAI,Artificial intelligence,Seed,Bangalore,"Enable true digital transformation with AI driven insights, to enable manufacturers stay ten steps ahead of process inefficiencies and equipment failures",2021,0.0
WizKlub,Technology,Pre-Series,Bangalore,Wizklub uses a unique method of developing and nurturing Higher Order Thinking Skills in children,2021,0.0
Zolve,Technology,Seed,Bangalore,Zolve Innovations operates as a neo-banking startup.,2021,0.0
MediBuddy,Technology,Debt,Bangalore,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",2021,0.0
Pariksha,Technology,Pre-Series,Pune,"Pariksha - The Sucess App, India's largest vernacular test preparation company for the mobile 1st internet users of India.",2021,0.0
Express Stores,E-commerce,Seed,Gurugram,Express Stores is a retail and omnichannel startup company,2021,0.0
Avataar Ventures,Technology,,Bangalore,Avataar Venture Partners is a growth Capital Investment Firm.,2021,0.0
Zingbus,Transport Services,Pre-Series,Haryana,Zingbus is an emerging brand in the intercity bus services.,2021,0.0
Phable,Health Care,Series A,Bangalore,Mobile App for Patients and Doctors,2021,0.0
Codingal,Technology,,Bangalore,Coding education platform for K-12 students,2021,0.0
Supply6,Helathcare,Seed,Bangalore,Supply6 is a food supplement brand that claims to provide nutritional supplements in drinkable forms such as smoothies.,2021,0.0
Swajal,Water purification,Pre-Series,Gurugram,Swajal uses clean solar energy to purify drinking water at an affordable rate.,2021,0.0
BharatPe,Technology,Series D,New Delhi,BharatPe develops a QR code-based payment app for offline retailers and businesses.,2021,0.0
Filo,Technology,Seed,New Delhi,Instant learning platform for students while self study.,2021,0.0
Method & Madness,Real Estate,Seed,Mumbai,Method & Madness Technology operates as a real-estate tech company.,2021,0.0
EduFund,Technology,Seed,Gujarat,Changing the way Indians evaluate and plan higher education,2021,0.0
Pepperfry,E-commerce,Debt,Mumbai,Pepperfry is an online home and lifestyle shopping store selling products with cash on delivery facilities.,2021,0.0
Zingavita,Health Care,,Chandigarh,"Explore a range of kids nutrition supplements formulated using highest quality ingredients, that are Deliciously Healthy and super fun to consume.",2021,0.0
Hypd Store,Content commerce,Seed,New Delhi,"A shop worthy content platform, personalized!",2021,0.0
VerSe Innovation,Innovation Management,Series E and Beyond,Bangalore,Owner of Dailyhunt App and I-Pay,2021,0.0
Supersourcing,Technology,Seed,Indore,Build your next app or website with our exclusive network of certified IT companies.,2021,0.0
AutomataPi,Automation,Seed,Powai,AutomataPi is a next generation cognitive business process automation engine.,2021,0.0
Newton School,Technology,Series A,Bangalore,Newton School is a platform to learn and develop skills that you need for your best Tech career.,2021,0.0
TenderCuts,Food Industry,,Chennai,"TenderCuts is an online meat shop that delivers antibiotic-free, hygienic, and farm fresh chicken, free range goat, and seafood.",2021,0.0
Siply,Technology,Seed,Bangalore,Siply Services operates as a micro-savings platform.,2021,0.0
SarvaGram,Technology,Series B,Mumbai,SarvaGram provides livelihood upgradation for aspiring households based in rural and semi-urban India.,2021,0.0
Unlu,Celebrity Engagement,Seed,Gurugram,Personalised Video Shoutout from top celebrities,2021,0.0
GlobalFair,Trading platform,Seed,Gurugram,One-stop solution for all your procurement needs,2021,0.0
Eduvanz,Technology,Debt,Mumbai,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",2021,0.0
OwO,E-commerce,,Gurugram,"Shop packaged drinking water, beverages from your favorite brands i.e. Kinley, Bisleri, Aquafina, Coca-cola, Pepsi etc",2021,0.0
Progcap,Technology,Debt,New Delhi,Progcap is a financial service company that provides financial opportunities for micro and small businesses in the last mile.,2021,0.0
ABL Workspaces,Hospitality,Pre-Series,New Delhi,ABL Workspaces is a co-working space where professionals from all walks of life come to work under one roof.,2021,0.0
Nazara Technologies,Gaming,,Mumbai,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",2021,0.0
Scentials,Personal Care,,Mumbai,Scentials is building a unique beauty brands studio platform,2021,0.0
SplashLearn,Technology,Series C,Gurugram,SplashLearn is an EdTech startup company providing game-based math and reading courses to students in pre-kindergarten to grade five.,2021,0.0
Maya,Health Care,Seed,Bangalore,Maya enables women to keep track of their health via a mobile application.,2021,0.0
GoTo,Transport Services,,Ghaziabad,Real Time Intercity City Transit Platform For 1.25 Bn People In India,2021,0.0
MediBuddy,Health Care,Series B,Bangalore,MediBuddy is a Trusted Digital Platform for Cashless Healthcare. MediBuddy connects patients with doctors and hospitals.,2021,0.0
Zetwerk,E-commerce,Series D,Bangalore,Zetwerk is an online marketplace that connects buyers and suppliers for manufacturing jobs.,2021,0.0
Remedico,Health Care,,Hyderabad,Remedico is a Mobile healthcare,2021,0.0
PrepBytes,Technology,,Gurugram,PrepBytes helps college students to learn coding by personalizing their content along with the guidance of expert mentors from industry,2021,0.0
SATYA MicroCapital,Technology,,New Delhi,Satya MicroCapital is a micro finance company based on a group lending model that allows borrowers to share liability.,2021,0.0
YourPhysio,Health Care,Seed,Nagpur,YourPhysio is a healthcare company on a mission to deliver 10x better patient experience in the domain of physiotherapy.,2021,0.0
Aviom Housing Finance,Technology,Debt,New Delhi,AVIOM India is an Affordable Housing Finance company facilitating families in mostly semi urban areas in realising their dream of owning their first home.,2021,0.0
Hemp Horizons,Cannabis startup,Seed,Noida,Cannabis and Hemp company,2021,0.0
MPL,Gaming,,Bangalore,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,2021,0.0
Koo,Blogging,Series A,Bangalore,Koo App operates as a microblogging app.,2021,0.0
InnerHour,Health Care,Series A,Mumbai,InnerHour is mental health and wellness platform that provides therapy and diagnostics services and conducts online mental health workshops.,2021,0.0
Origo,Technology,Debt,Gurugram,"Origo Commodities, a complete post-harvest management financial solution for agricultural commodities.",2021,0.0
ExMyB,Consulting,Seed,Gurugram,ExMyB provides financial service and consulting services.,2021,0.0
Elucidata,Technology,Pre-Series,New Delhi,Elucidata Corporation uses data analytics to transform decision-making processes in R&D labs in biotechnology and pharmaceutical companies.,2021,0.0
Saveo,Health Care,Seed,Bangalore,Saveo operates a business-to-business e-commerce platform focused on pharmacies.,2021,0.0
Qin1,Technology,Pre-Series,Noida,Re-imagining Kids of 21st Century!,2021,0.0
DotPe,Technology,Seed,Gurugram,"DotPe is an innovative offline technology platform digitising merchant's customer engagement with mobile discovery, ordering and payments.",2021,0.0
Taskmo,B2B Marketplace,,Bangalore,Gig Economy Platform | Task Fulfillment Platform | New-age fulfillment solutions,2021,0.0
MasterMentors,Technology,,West Bengal,India's first online platform for mentors enabling them to translate their expertise into a profitable online course,2021,0.0
KIKO TV,E-commerce,Pre-Series,Mumbai,KIKO TV is an AI-based short live video e-commerce platform.,2021,0.0
Quali55Care,Health Care,Seed,Mumbai,Deliver highly durable & affordable medical equipments on rental and sale.,2021,0.0
